2195.txt,take advantage of,recently some studies also take advantage of both gan and reverse mapping,O O O O B I I O O O O O,RB DT NNS RB VBP NN IN CC NN CC NN NN
2196.txt,employs to,dual gan employs two gans to learn dual tasks,O O B O O I O O O,JJ NN VBZ CD NNS TO VB JJ NNS
2199.txt,as illustrated in,then we also reconstruct the original images from the learned feature representation and predicted multitype cardiac indices as illustrated in fig,O O O O O O O O O O O O O O O O O B I I O,RB PRP RB VBP DT JJ NNS IN DT VBN NN NN CC VBD JJ JJ NNS IN VBN IN NN
2201.txt,between and,furthermore we propose a discriminator network to distinguish between the two joint distributions from the multitask learning network and the reverse mapping network,O O O O O O O O B O O O O O O O O O I O O O O,RB PRP VBP DT NN NN TO VB IN DT CD JJ NNS IN DT JJ NN NN CC DT JJ NN NN
2204.txt,as illustrated in,finally we transfer the learned parameters and multitask relation to different imaging modalities as illustrated in fig,O O O O O O O O O O O O O B I I O,RB PRP VBP DT VBN NNS CC JJ NN TO JJ NN NNS IN VBN IN NN
2205.txt,pays no attention to,in previous studies f and g are solved using an l1 based reconstruction loss that focuses on image translation but pays no attention to multitask problems,O O O O O O O O O O O O O O O O O O O O B I I I O O,IN JJ NNS SYM CC NN VBP VBN VBG DT NN VBN NN NN WDT VBZ IN NN NN CC VBZ DT NN TO VB NNS
2206.txt,the role of,the reverse mapping network reveals the role of each index and dependence among different indices from a generational perspective,O O O O O B I I O O O O O O O O O O O,DT JJ NN NN VBZ DT NN IN DT NN CC NN IN JJ NNS IN DT JJ NN
2207.txt,it can act as,it can act as a regularization enabling the multitask network to learn task dependencies via checking the cardiac image reconstructed from predicted cardiac indices,B I I I O O O O O O O O O O O O O O O O O O O O,PRP MD VB IN DT NN VBG DT JJ NN TO VB NN NNS IN VBG DT JJ NN VBN IN VBN JJ NNS
2208.txt,is trained to,notably the reverse mapping network is trained to generate corresponding cardiac images from given multitype cardiac indices,O O O O O B I I O O O O O O O O O,RB DT JJ NN NN VBZ VBN TO VB VBG JJ NNS IN VBN JJ JJ NNS
2210.txt,comparing with,therefore the reverse mapping network enables the multitask network to learn the correct task dependence by comparing the regenerated image with the real image,O O O O O O O O O O O O O O O O B O O O I O O O,RB DT JJ NN NN VBZ DT JJ NN TO VB DT JJ NN NN IN VBG DT JJ NN IN DT JJ NN
2211.txt,such as,although the knowledge leveraged from mri can reflect the common characteristics such as cardiac structures and dependencies among multitype cardiac indices shared in mri and ct additional effort is still required to represent and transfer such common characteristics,O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O,IN DT NN NN IN NN MD VB DT JJ NNS JJ IN JJ NNS CC NNS IN JJ JJ NNS VBN IN NN CC NN JJ NN VBZ RB VBN TO VB CC VB JJ JJ NNS
2215.txt,is employed for,thus a 3 d cnn is employed for all convolution layers because of its excellent capability in action modeling,O O O O O B I I O O O O O O O O O O O,RB DT CD NN NN VBZ VBN IN DT NN NNS IN IN PRP$ JJ NN IN NN NN
2219.txt,is employed to,finally one 3 d deconvolution based pixel level classifier is employed to generate 2 d segmentation results from z and one fully connected network based regression network mfc is employed to estimate 1 d cardiac indices from z,O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O,RB CD CD NN NN VBN NN NN NN VBZ VBN TO VB CD NN NN VBZ IN SYM CC CD RB VBN NN JJ NN NN NN VBZ VBN TO VB CD NN JJ NNS IN SYM
2224.txt,in particular,in particular for f we first employ both convolution layers and fully connected layers as a joint learning network to learn a joint representation from z and the real i,B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O,IN JJ IN SYM PRP RB VBP DT NN NNS CC RB VBN NNS IN DT JJ NN NN TO VB DT JJ NN IN SYM CC DT JJ FW
2225.txt,is directly generated from,for g the joint representation is directly generated from the real i,O O O O O B I I I O O O,IN NN DT JJ NN VBZ RB VBN IN DT JJ FW
2226.txt,are employed for,then three dense blocks with eight eight and four layers are employed for further learning,O O O O O O O O O O B I I O O,RB CD JJ NNS IN CD CD CC CD NNS VBP VBN IN JJ NN
2228.txt,in contrast to,in contrast to existing methods that only share the parameters from one way network our bidirectional parameter sharing scheme shares the parameters of the multitask learning network and the reverse mapping network,B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,IN NN TO VBG NNS WDT RB VBP DT NNS IN CD NN NN PRP$ JJ NN NN NN VBZ DT NNS IN DT JJ NN NN CC DT JJ NN NN
2231.txt,are collected from,the mri data are collected from a public data set,O O O B I I O O O O,DT NN NNS VBP VBN IN DT JJ NN NN
2232.txt,collected from,there are 2900 2 d short axis cine mr images of 145 subjects collected from three hospitals affiliated with two healthcare centers,O O O O O O O O O O O O O B I O O O O O O O,EX VBP CD CD NN JJ NN FW FW NNS IN CD NNS VBN IN CD NNS VBN IN CD NN NNS
2234.txt,range from,the pixel spacings of the mr images range from 0 6836 to 2 0833 mm pixel with a mode of 1 5625 mm pixel,O O O O O O O B I O O O O O O O O O O O O O O O,DT NN NNS IN DT NN NNS VBP IN CD CD TO CD CD NN NN IN DT NN IN CD CD NN NN
2236.txt,collected from,all the images are 2 d short axis ct images of 118 subjects collected from the beijing anzhen hospital,O O O O O O O O O O O O O B I O O O O,PDT DT NNS VBP CD NN JJ NN NN NNS IN CD NNS VBN IN DT FW FW NN
2238.txt,range from,the pixel spacing of these ct images range from 0 5627 to 2 1232 mm pixel with a mode of 1 6435 mm pixel,O O O O O O O B I O O O O O O O O O O O O O O O,DT NN NN IN DT NN NNS VBP IN CD CD TO CD CD NN NN IN DT NN IN CD CD NN NN
2242.txt,between and,the interobserver error ranged between 0 33 and 4 11,O O O O B O O I O O,DT NN NN VBD IN CD CD CC CD CD
2244.txt,be obtained from,the ground truth values of the 1 d cardiac indices can be obtained from the two borders,O O O O O O O O O O O B I I O O O,DT NN NN NNS IN DT CD NN JJ NNS MD VB VBN IN DT CD NNS
2247.txt,in order to,in our experiments in order to test the performance of our method on multitype cardiac indices estimation ten fold cross validation is employed for performance evaluation for all comparison and ablation studies in mri data set,O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,IN PRP$ NNS IN NN TO VB DT NN IN PRP$ NN IN JJ JJ NNS NN CD NN NN NN VBZ VBN IN NN NN IN DT NN CC NN NNS IN NN NNS VBD
2248.txt,are used for,to test the performance on transfer learning from mri to ct the model is trained with all mri data and the ct data set with 360 images are used for fine tuning and testing,O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O,TO VB DT NN IN NN NN IN NN TO VB DT NN VBZ VBN IN DT NN NNS CC DT NN NNS VBN IN CD NNS VBP VBN IN JJ NN CC NN
2249.txt,are first used to,from ct to mri the other ct data set with 2000 images are first used to train the model,O O O O O O O O O O O O B I I I O O O,IN NN TO VB DT JJ NN NNS VBN IN CD NNS VBP RB VBN TO VB DT NN
2250.txt,the effectiveness of,to verify the effectiveness of multitask learning for the proposed method we use two metrics to measure the multitask relationship,O O B I I O O O O O O O O O O O O O O O,TO VB DT NN IN JJ NN IN DT VBN NN PRP VBP CD NNS TO VB DT JJ NN
2251.txt,is calculated from,first the multitask correlation matrix c for the cardiac indices which is calculated from the cardiac indices covariate matrix,O O O O O O O O O O O B I I O O O O O,RB DT JJ NN NN NN IN DT JJ NNS WDT VBZ VBN IN DT JJ NNS VBP NN
2254.txt,between and,then to further consider the segmentation and reverse generation tasks we measure the performance gain of task correlation between two tasks ti and tj,O O O O O O O O O O O O O O O O O O B O O O I O,RB TO RB VB DT NN CC JJ NN NNS PRP VBP DT NN NN IN NN NN IN CD NNS VBP CC VBP
2255.txt,the performance of,first to evaluate the performance of our method for multitype cardiac indices estimation we apply our method to cardiac mr images,O O O B I I O O O O O O O O O O O O O O O,RB TO VB DT NN IN PRP$ NN IN JJ JJ NNS NN PRP VBP PRP$ NN TO JJ NN NNS
2258.txt,compared with,for comparison we test our fully framework on mri and then we compared it with segmentation based methods,O O O O O O O O O O O O B O I O O O,IN NN PRP VBP PRP$ RB NN IN NN CC RB PRP VBD PRP IN NN VBN NNS
2260.txt,both and,for the different network architectures both the multitask learning network and the reverse mapping network are employed,O O O O O B O O O O I O O O O O O,IN DT JJ NN NNS CC DT JJ NN NN CC DT JJ NN NN VBP VBN
2261.txt,the effectiveness of,third to show the effectiveness of our bidirectional parameter sharing scheme we performed the following studies,O O O B I I O O O O O O O O O O,JJ TO VB DT NN IN PRP$ JJ NN NN NN PRP VBD DT JJ NNS
2264.txt,in particular,in particular we employ 2 d 3 d residual nets and dense nets for feature extraction,B I O O O O O O O O O O O O O O,IN JJ PRP VBP CD NN CD NN JJ NNS CC JJ NNS IN NN NN
2266.txt,the importance of,to further validate the importance of our method we also transfer the parameters learned from the ct to the mri,O O O B I I O O O O O O O O O O O O O O,TO RB VB DT NN IN PRP$ NN PRP RB VBP DT NNS VBD IN DT NN TO DT NN
2271.txt,pose great challenges for,the complex task dependencies and different imaging modalities pose great challenges for cross modal multitype cardiac indices estimation,O O O O O O O O B I I I O O O O O O,DT JJ NN NNS CC JJ NN NNS VBP JJ NNS IN JJ JJ JJ JJ NNS NN
2272.txt,as shown in,even so our method accurately locate the cardiac structure as shown in fig,O O O O O O O O O B I I O,RB IN PRP$ NN RB VBP DT JJ NN IN VBN IN NN
2273.txt,as comparison in,and also accurately estimate the wt dim and area indices as comparison in fig,O O O O O O O O O O B I I O,CC RB RB VB DT JJ NN CC NN NNS IN NN IN NN
2275.txt,it means that our method is efficient for,it means that our method is efficient for the multitype cardiac indices estimation in the mri and the ct,B I I I I I I I O O O O O O O O O O O,PRP VBZ IN PRP$ NN VBZ JJ IN DT JJ JJ NNS NN IN DT NN CC DT NN
2276.txt,compared with,compared with max flow our method achieves average mae reductions of 56 7 5 28 and 27 1 for wts dims and areas,B I O O O O O O O O O O O O O O O O O O O O O,VBN IN NN NN PRP$ NN VBZ JJ JJ NNS IN CD CD CD CD CC CD CD IN FW FW CC NNS
2278.txt,it fails to,it fails to distinguish between the papillary muscles and the myocardium due to extreme deformation and almost the same intensity of papillary muscles and the myocardium at middle frames of cardiac systolic,B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,PRP VBZ TO VB IN DT JJ NNS CC DT NN JJ TO JJ NN CC RB DT JJ NN IN JJ NNS CC DT NN IN JJ NNS IN JJ NN
2280.txt,leads to,thus the incorrect papillary muscles segmentation leads to bad results of multitype cardiac indices,O O O O O O B I O O O O O O,RB DT JJ JJ NNS NN VBZ TO JJ NNS IN JJ JJ NNS
2281.txt,in contrast to,in contrast to max flow our method treats segmentation as a subtask which allows us to simultaneously estimate segmentation with other cardiac indices,B I I O O O O O O O O O O O O O O O O O O O O,IN NN TO NN NN PRP$ NN VBZ NN IN DT NN WDT VBZ PRP TO RB VB NN IN JJ JJ NNS
2282.txt,compared with,compared with the best two phase regression method mcdbn rf our method achieves average mae reductions of 6 9 8 28 and 5 1 for wts dims and areas,B I O O O O O O O O O O O O O O O O O O O O O O O O O O O,VBN IN DT JJS CD NN NN NN FW FW PRP$ NN VBZ JJ JJ NNS IN CD CD CD CD CC CD CD IN FW FW CC NNS
2283.txt,based on,these methods estimate cardiac indices in two phases based on handcrafted features while our method employs an end to end framework that can extract task aware features,O O O O O O O O B I O O O O O O O O O O O O O O O O O,DT NNS VBP JJ NNS IN CD NNS VBN IN JJ NNS IN PRP$ NN VBZ DT NN TO VB NN WDT MD VB NN JJ NNS
2284.txt,achieves a better performance,our method also achieves a better performance compare to deep multitask learning methods,O O O B I I I O O O O O O,PRP$ NN RB VBZ DT JJR NN VB TO JJ NNS VBG NNS
2285.txt,based on,indices net can extract task aware features based on the jointly learning of representation and regression,O O O O O O O B I O O O O O O O,NNS NN MD VB NN JJ NNS VBN IN DT RB NN IN NN CC NN
2286.txt,have the advantages of,fulllvnet and dmtrl have the advantages of the combination of cnn and rnn but they heavily dependent on a particular constraint for task dependencies learning,O O O B I I I O O O O O O O O O O O O O O O O O O,NN CC NN VBP DT NNS IN DT NN IN NN CC NN CC PRP RB JJ IN DT JJ NN IN NN NNS VBG
2287.txt,based on,fulllvnet explores the task dependencies based on predefined assumptions,O O O O O B I O O,NN VBZ DT NN NNS VBN IN JJ NNS
2288.txt,based on,dmtrl explores task dependencies based on a carefully designed covariance matrix,O O O O B I O O O O O,NN VBZ NN NNS VBN IN DT RB VBN NN NN
2290.txt,compared with,compared with dmtrl our method also achieves average mae reductions of 4 32 5 98 and 6 67 for wts dims and areas,B I O O O O O O O O O O O O O O O O O O O O O,VBN IN NN PRP$ NN RB VBZ JJ JJ NNS IN CD CD CD CD CC CD CD IN FW FW CC NNS
2291.txt,stores the information of,those sharp images also show that our model stores the information of x into z and can thus reconstruct the details of the image,O O O O O O O O B I I I O O O O O O O O O O O O,DT JJ NNS RB VBP IN PRP$ NN NNS DT NN IN NN IN SYM CC MD RB VB DT NNS IN DT NN
2292.txt,combined with,combined with the good performance of our model in the multitype cardiac indices estimation,B I O O O O O O O O O O O O,VBN IN DT JJ NN IN PRP$ NN IN DT JJ JJ NNS NN
2293.txt,in particular,in particular they achieve average mae reductions of 15 17 6 02 and 7 34 for wts dims and areas and dice increase of 3 33 2 15 and 2 66 for epilv endolv and myo,B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,IN JJ PRP VBP JJ JJ NNS IN CD CD CD CD CC CD CD IN FW FW CC NNS CC NNS NN IN CD CD CD CD CC CD CD IN FW FW CC NN
2295.txt,it is difficult to,it is difficult to mine and represent complex task dependencies which are high level semantic information,B I I I O O O O O O O O O O O O,PRP VBZ JJ TO VB CC VB JJ NN NNS WDT VBP JJ NN JJ NN
2296.txt,compared with,even so compared with the four methods with our bidirectional parameter sharing mechanism can still achieve average mae reductions of 7 87 3 46 and 3 50 for wts dims and areas and dice increase of 3 45 1 70 and 1 83 for epilv endolv and myo,O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,RB RB VBN IN DT CD NNS IN PRP$ JJ NN NN NN MD RB VB JJ JJ NNS IN CD CD CD CD CC CD CD IN FW FW CC NNS CC NNS NN IN CD CD CD CD CC CD CD IN FW FW CC NN
2298.txt,provides a different perspective of,however our bidirectional parameter sharing mechanism provides a different perspective of the reverse mapping which explores discriminative information that goes beyond the inherent learning and representation ability of the deep one way network,O O O O O O B I I I I O O O O O O O O O O O O O O O O O O O O O O,RB PRP$ JJ NN NN NN VBZ DT JJ NN IN DT JJ NN WDT VBZ JJ NN WDT VBZ IN DT JJ NN CC NN NN IN DT JJ CD NN NN
2300.txt,the performance of,both the one way para and bi para can enhance the performance of the mri when there is knowledge transfer from the ct to mri,O O O O O O O O O O B I I O O O O O O O O O O O O,CC DT CD NN NN CC FW FW MD VB DT NN IN DT NN WRB EX VBZ NN NN IN DT NN TO VB
2301.txt,this indicates that,this indicates that our method effectively meets clinical needs via transferring the proper task dependencies learned between the two different imaging modalities,B I I O O O O O O O O O O O O O O O O O O O,DT VBZ IN PRP$ NN RB VBZ JJ NNS IN VBG DT JJ NN NNS VBD IN DT CD JJ NN NNS
2303.txt,focuses on,the study focuses on the 2 d mid ventricular slices across one cardiac cycle,O O B I O O O O O O O O O O,DT NN VBZ IN DT CD NN JJ JJ NNS IN CD JJ NN
2304.txt,be limited to,however this might be limited to 3 d cardiac images in clinical application,O O O B I I O O O O O O O,RB DT MD VB VBN TO CD NN JJ NNS IN JJ NN
2306.txt,it is necessary to,in the future work it is necessary to generalize the proposed method to 3 d and 3d t cardiac images,O O O O B I I I O O O O O O O O O O O O,IN DT JJ NN PRP VBZ JJ TO VB DT VBN NN TO CD NN CC NN NN JJ NNS
2307.txt,based on,in this study we have developed a multitask learning framework based on adversarial reverse mapping for estimating multitype cardiac indices in different imaging modalities e g mri and ct,O O O O O O O O O O B I O O O O O O O O O O O O O O O O O,IN DT NN PRP VBP VBN DT JJ NN NN VBN IN JJ JJ NN IN VBG JJ JJ NNS IN JJ NN NNS SYM NN NN CC NN
2309.txt,both and,a bidirectional parameter sharing scheme then transfers the parameters from both the multitask learning network and the proposed reverse mapping network,O O O O O O O O O O B O O O O I O O O O O,DT JJ NN NN NN RB VBZ DT NNS IN CC DT JJ NN NN CC DT VBN NN NN NN
2312.txt,it is often too time consuming and impractical,while collecting enough samples from each subject would address this issue it is often too time consuming and impractical,O O O O O O O O O O O B I I I I I I I,IN VBG JJ NNS IN DT NN MD VB DT NN PRP VBZ RB RB NN JJ CC JJ
2313.txt,taking into consideration,to tackle this problem we propose a novel end to end deep domain adaptation method to improve the classification performance on a single subject by taking the useful information from multiple subjects into consideration,O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O I I,TO VB DT NN PRP VBP DT JJ NN TO VB JJ NN NN NN TO VB DT NN NN IN DT JJ NN IN VBG DT JJ NN IN JJ NNS IN NN
2316.txt,is further employed to,a center loss is further employed to constrain an invariant feature space and reduce the intrasubject nonstationarity,O O O B I I I O O O O O O O O O O,DT NN NN VBZ RBR VBN TO VB DT JJ NN NN CC VB DT JJ NN
2317.txt,between and,furthermore the domain discriminator matches the feature distribution shift between source and target domains by an adversarial learning strategy,O O O O O O O O O B O I O O O O O O O,RB DT NN NN VBZ DT NN NN NN IN NN CC NN NNS IN DT JJ NN NN
2318.txt,based on,finally based on the consistent deep features from both domains,O B I O O O O O O O,RB VBN IN DT JJ JJ NNS IN DT NNS
2319.txt,conducted extensive experiments on,to evaluate our method we have conducted extensive experiments on two real public eeg data sets data set iia,O O O O O O B I I I O O O O O O O O O,TO VB PRP$ NN PRP VBP VBN JJ NNS IN CD JJ JJ NN NNS VBZ NN NN NN
2320.txt,the efficacy of,the experimental results validate the efficacy of our method,O O O O B I I O O,DT JJ NNS VBP DT NN IN PRP$ NN
2321.txt,is promising to,therefore our method is promising to reduce the calibration time for the use of bci and promote the development of bci,O O O B I I O O O O O O O O O O O O O O O,RB PRP$ NN VBZ VBG TO VB DT NN NN IN DT NN IN NN CC VB DT NN IN NN
2323.txt,show great efficiency to,machine learning techniques show great efficiency to extract discriminative information from electroen cephalography recordings for mental intention recognition,O O O B I I I O O O O O O O O O O O,NN NN NNS VBP JJ NN TO VB JJ NN IN JJ NN NNS IN JJ NN NN
2324.txt,as well as,providing a nonmuscular channel of communication between the human brain and external devices by translating mental intention into control commands such bci systems inspire many promising applications including communication movement and rehabilitation for patients as well as entertainment for healthy people,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O,VBG DT JJ NN IN NN IN DT JJ NN CC JJ NNS IN VBG JJ NN IN NN VBZ JJ NN NNS VBP JJ JJ NNS VBG NN NN CC NN IN NNS RB RB IN NN IN JJ NNS
2325.txt,achieved impressive progress in,the deep neural network as a subcategory of machine learning has achieved impressive progress in computer vision and natural language processing,O O O O O O O O O O O B I I I O O O O O O,DT JJ JJ NN IN DT NN IN NN NN VBZ VBN JJ NN IN NN NN CC JJ NN NN
2326.txt,it has been shown that,it has been shown that dnn is well suited for end to end learning without a priori knowledge of the target problem and is able to scale well to a large data set,B I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O,PRP VBZ VBN VBN IN NN VBZ RB VBN IN NN TO VB NN IN DT FW NN IN DT NN NN CC VBZ JJ TO VB RB TO DT JJ NN NN
2327.txt,due to,however due to the special characteristics of eeg signals dnn is seldom explored in eeg signal analysis,O B I O O O O O O O O O O O O O O,RB JJ TO DT JJ NNS IN NN NNS NN VBZ RB VBN IN NN NN NN
2328.txt,on the one hand,on the one hand eeg signals are generally sample limited and high dimensional,B I I I O O O O O O O O O,IN DT CD NN NN NNS VBP RB NN JJ CC JJ JJ
2329.txt,a larger amount of,dnn may suffer from a severe overfitting problem with limited eeg samples since it normally requires a larger amount of training data than other machine learning methods,O O O O O O O O O O O O O O O O B I I I O O O O O O O,NN MD VB IN DT JJ NN NN IN JJ NN NNS IN PRP RB VBZ DT JJR NN IN NN NNS IN JJ NN NN NNS
2330.txt,has poor generalization capability on,eeg signals have large intersubject variability where a subject independent classifier directly trained on eeg data from multiple subjects often has poor generalization capability on a new subject,O O O O O O O O O O O O O O O O O O O O B I I I I O O O,NN NNS VBP JJ NN NN WRB DT JJ JJ NN RB VBN IN NN NNS IN JJ NNS RB VBZ JJ NN NN IN DT JJ NN
2332.txt,was first explored for,domain adaptation was first explored for domain invariant feature learning in computer vision and has been used to overcome this bottleneck of poor performance for every single subject,O O B I I I O O O O O O O O O O O O O O O O O O O O O O,NN NN VBD RB VBN IN NN JJ NN NN IN NN NN CC VBZ VBN VBN TO VB DT NN IN JJ NN IN DT JJ NN
2333.txt,it is capable to,it is capable to make good use of one specific domain with enough training data to effectively extract important information or train classifiers adapted to a related but different domain where only limited labels even none can be acquired,B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,PRP VBZ JJ TO VB JJ NN IN CD JJ NN IN JJ NN NNS TO RB VB JJ NN CC NN NNS VBN TO DT JJ CC JJ NN WRB RB JJ NNS RB NN MD VB VBN
2334.txt,refer to,we refer to the domain with enough annotated data from multiple subjects as the source domain and the one with limited annotations or none at all from the target subject as the target domain,O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,PRP VBP TO DT NN IN JJ JJ NNS IN JJ NNS IN DT NN NN CC DT NN IN JJ NNS CC NN IN DT IN DT NN NN IN DT NN NN
2335.txt,in the context of,until recently only a few studies have investigated domain adaptation with dnn in the context of eeg classification,O O O O O O O O O O O O B I I I O O,IN RB RB DT JJ NNS VBP VBN NN NN IN NN IN DT NN IN NN NN
2337.txt,result in,however this would result in overfitting when fewer target data are available,O O O B I O O O O O O O,RB DT MD VB IN NN WRB JJR NN NNS VBP JJ
2338.txt,between and,to handle limited training data li proposed a bihemisphere domain adversarial neural network model for emotion recognition that tackled the marginal distribution shift between training and test data,O O O O O O O O O O O O O O O O O O O O O O O B O I O O,TO VB JJ NN NNS RB VBD DT JJ NN JJ JJ NN NN IN NN NN WDT VBD DT JJ NN NN IN NN CC NN NNS
2339.txt,was applied to,after that the classifier trained from labeled source data was applied to target data directly,O O O O O O O O O B I I O O O,IN IN DT NN VBN IN JJ NN NNS VBD VBN TO NN NNS RB
2340.txt,be applied to,however the bidann is strongly dependent on the neuroscience findings on emotion and cannot be applied to the motor imagery task which is the focus of this article,O O O O O O O O O O O O O O B I I O O O O O O O O O O O,RB DT NN VBZ RB JJ IN DT NN NNS IN NN CC NN VB VBN TO DT NN NN NN WDT VBZ DT NN IN DT NN
2341.txt,deal with,to tackle this issue in this article we propose a novel end to end neural network model called deep representation based domain adaptation to deal with eeg mi tasks,O O O O O O O O O O O O O O O O O O O O O O O O B I O O O,TO VB DT NN IN DT NN PRP VBP DT JJ NN TO VB JJ NN NN VBN JJ NN JJ NN NN TO VB IN FW FW NNS
2343.txt,this is achieved by,this is achieved by jointly optimizing three modules,B I I I O O O O,DT VBZ VBN IN RB VBG CD NNS
2345.txt,it is designed to,it is designed to distinguish which domain the deep features come from so as to constrain the entire deep feature distribution to be similar across domains,B I I I O O O O O O O O O O O O O O O O O O O O O O,PRP VBZ VBN TO VB WDT NN DT JJ NNS VBP IN RB IN TO VB DT JJ JJ NN NN TO VB JJ IN NNS
2346.txt,in addition,in addition to further leverage the label information the center loss is employed to constrain the invariant feature mapping in the feature extractor,B I O O O O O O O O O O O O O O O O O O O O O,IN NN TO JJ NN DT NN NN DT NN NN VBZ VBN TO VB DT JJ NN NN IN DT NN NN
2347.txt,are updated by,during training the parameters of feature extractor and classifier are optimized by minimizing the classification loss and center loss together with the adversarial loss provided by the domain discriminator while the parameters of domain discriminator are updated by maximizing the adversarial loss,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O,IN VBG DT NNS IN NN NN CC NN VBP VBN IN VBG DT NN NN CC NN NN RB IN DT JJ NN VBN IN DT NN NN IN DT NNS IN NN NN VBP VBN IN VBG DT JJ NN
2348.txt,the major contributions of this article can be summarized as follows,the major contributions of this article can be summarized as follows,B I I I I I I I I I I,DT JJ NNS IN DT NN MD VB VBN IN VBZ
2350.txt,it is able to,by reducing the distribution discrepancy between related but different domains it is able to leverage source samples to improve the single subject performance in the target domain even with fewer labels available,O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O,IN VBG DT NN NN IN JJ CC JJ NNS PRP VBZ JJ TO NN NN NNS TO VB DT JJ JJ NN IN DT NN NN RB IN JJR NNS JJ
2351.txt,consists of,we propose an efficient combined loss function that consists of an adversarial loss to reduce the intersubject discrepancy and a center loss to constrain the intrasubject nonstationarity,O O O O O O O O B I O O O O O O O O O O O O O O O O O,PRP VBP DT JJ JJ NN NN WDT VBZ IN DT JJ NN TO VB DT NN NN CC DT NN NN TO VB DT JJ NN
2355.txt,has great potential for,therefore the proposed method has great potential for efficient and robust eeg based bcis,O O O O B I I I O O O O O O,RB DT VBN NN VBZ JJ NN IN JJ CC JJ NN VBN NN
2356.txt,the rest of this article is organized as follows,the rest of this article is organized as follows,B I I I I I I I I,DT NN IN DT NN VBZ VBN IN VBZ
2359.txt,are presented and discussed in,the experiments and their results are presented and discussed in section iv,O O O O O B I I I I O O,DT NNS CC PRP$ NNS VBP VBN CC VBN IN NN NN
2363.txt,similar to,similar to csp the filter bank csp decomposes the fixed frequency into multiple nonoverlapped subbands and stacks the csp features in each band,B I O O O O O O O O O O O O O O O O O O O O O,JJ TO VB DT NN NN NN VBZ DT JJ NN IN JJ JJ NNS CC VBZ DT NN NNS IN DT NN
2370.txt,have been investigated in,recently dnn methods have been investigated in eeg classification tasks,O O O B I I I O O O,RB NN NNS VBP VBN VBN IN NN NN NNS
2371.txt,for instance,for instance kumar employed a multilayer perceptron to replace the commonly used classifiers,B I O O O O O O O O O O O,IN NN NN VBD DT JJ NN TO VB DT RB VBN NNS
2376.txt,such as,the aforementioned neural network methods still involve preprocessing such as specialized feature extraction or stft for image mapping,O O O O O O O O B I O O O O O O O O,DT JJ JJ NN NNS RB VBP VBG JJ IN JJ NN NN CC NN IN NN NN
2378.txt,for example,for example tang employed a cnn architecture with several 1 d convolutional layers for raw eeg data,B I O O O O O O O O O O O O O O O,IN NN NN VBD DT NN NN IN JJ CD NN JJ NNS IN JJ NN NNS
2381.txt,achieved the best performance,they found that cnn achieved the best performance,O O O O B I I I,PRP VBD IN NN VBD DT JJS NN
2384.txt,improve the performance of,dose introduced subject specific adaptation to improve the performance of a single subject,O O O O O O B I I I O O O,NN VBD JJ JJ NN TO VB DT NN IN DT JJ NN
2389.txt,proposed an adaptation approach by,jeon proposed an adaptation approach by using samples of the other subjects,O B I I I I O O O O O O,NN VBD DT NN NN IN VBG NNS IN DT JJ NNS
2390.txt,was similar to,they first selected a source subject whose signal power spectral density was similar to the target one and trained the model with both selected and target subjects,O O O O O O O O O O O B I I O O O O O O O O O O O O O,PRP RB VBD DT NN NN WP$ NN NN JJ NN VBD JJ TO DT NN CD CC VBD DT NN IN CC VBN CC NN NNS
2392.txt,was proposed in,a weighted transfer method was proposed in x where a classification model was trained on the target data with the cross entropy loss,O O O O B I I O O O O O O O O O O O O O O O O,DT JJ NN NN VBD VBN IN NN WRB DT NN NN VBD VBN IN DT NN NNS IN DT NN NN NN
2393.txt,there was common information,besides a regularization loss was proposed under the assumption that there was common information across the subjects,O O O O O O O O O O B I I I O O O,IN DT NN NN VBD VBN IN DT NN IN EX VBD JJ NN IN DT NNS
2394.txt,was employed to,the feature distribution similarity between the source and target subjects was employed to weight the regularization of different source subjects in the loss term,O O O O O O O O O O B I I O O O O O O O O O O O,DT NN NN NN IN DT NN CC NN NNS VBD VBN TO VB DT NN IN JJ NN NNS IN DT NN NN
